-0.1467572,0.6186873,2.015531
-0.1467361,0.6186976,2.015554
-0.1466857,0.6187348,2.015801
-0.1466493,0.6188509,2.016021
-0.1466985,0.6188478,2.016187
-0.1466555,0.6189468,2.016448
-0.1465778,0.6189995,2.016591
-0.1466072,0.6191434,2.01683
-0.1467129,0.6193501,2.017371
-0.1467011,0.6193553,2.017386
-0.1466914,0.6193889,2.017454
-0.1468098,0.619616,2.018145
-0.1469287,0.6197143,2.018501
-0.1470491,0.619908,2.018876
-0.1472398,0.6200126,2.019346
-0.1473977,0.6200894,2.019605
-0.1475798,0.6203755,2.020146
-0.1478386,0.6206915,2.020659
-0.1479387,0.6209819,2.021232
-0.1481218,0.621021,2.021751
-0.1483427,0.6211371,2.022365
-0.1485359,0.6211769,2.022604
-0.1487194,0.6211911,2.02268
-0.1488498,0.6212825,2.022986
-0.1489344,0.6212369,2.023085
-0.1490462,0.6212577,2.023364
-0.1490313,0.6213219,2.023579
-0.1492762,0.6214198,2.02413
-0.1493762,0.6214863,2.024389
-0.1494805,0.6215704,2.024523
-0.1494887,0.6217113,2.024851
-0.1494824,0.6218569,2.025286
-0.149602,0.6220632,2.025849
-0.149613,0.6222206,2.026099
-0.149537,0.6222847,2.026282
-0.1495206,0.622428,2.026527
-0.1494329,0.6225327,2.026851
-0.1493004,0.6226402,2.02702
-0.1491761,0.6226417,2.027246
-0.1490788,0.6226467,2.027347
-0.1487217,0.622611,2.027689
-0.1483861,0.6226962,2.027992
-0.1482414,0.6227403,2.028323
-0.1479632,0.6227301,2.028641
-0.1475983,0.6228066,2.029252
-0.1471643,0.6226274,2.029551
-0.1469907,0.6226959,2.029969
-0.1468114,0.6225108,2.030051
-0.1466322,0.6224307,2.030268
-0.1463639,0.6224514,2.03059
-0.1462464,0.6223882,2.03075
-0.1458078,0.6221741,2.031204
-0.1454825,0.6220374,2.031663
-0.1450871,0.6220199,2.031949
-0.1449927,0.6220147,2.031984
-0.1447122,0.6219136,2.032059
-0.1446477,0.6218517,2.032133
-0.1446145,0.6218314,2.032252
-0.1445927,0.6218366,2.032293
-0.1445885,0.621823,2.032387
-0.1445293,0.621774,2.032442
-0.1445293,0.6217416,2.032538
-0.1445242,0.621717,2.032542
-0.1445105,0.621752,2.032622
-0.144441,0.6217454,2.032663
-0.1443752,0.6218174,2.032763
-0.1443514,0.6218265,2.032789
-0.1442968,0.6218224,2.032824
-0.1442959,0.621824,2.032823
-0.1442713,0.6218137,2.032847
-0.1441872,0.6217593,2.032845
-0.1441074,0.6217458,2.032936
-0.1440322,0.6217831,2.033014
-0.144035,0.6217824,2.033024
-0.1440043,0.6217721,2.033017
-0.1439708,0.6217598,2.032978
-0.1439827,0.621769,2.032993
-0.1439926,0.6218107,2.032958
-0.1439981,0.6218237,2.032955
-0.1440146,0.6219155,2.032975
-0.144058,0.6220029,2.033048
-0.1440257,0.6220372,2.033088
-0.143635,0.6219824,2.033107
-0.143403,0.6219769,2.033175
-0.1416876,0.6222742,2.033761
-0.1381982,0.622467,2.034913
-0.1333857,0.6226634,2.036258
-0.1286714,0.6230502,2.038241
-0.1244836,0.6231697,2.039528
-0.1189989,0.623557,2.041206
-0.1089443,0.6243072,2.044177
-0.1016557,0.6253598,2.046997
-0.09557354,0.6260725,2.049595
-0.08774287,0.6262313,2.053946
-0.08275062,0.6261306,2.055957
-0.07644192,0.6257518,2.057859
-0.07219729,0.6258942,2.05942
-0.06965092,0.6257999,2.060258
-0.06860445,0.6256521,2.060433
-0.0683727,0.6255029,2.060468
-0.06840834,0.6254784,2.060483
-0.0684967,0.6254581,2.060455
-0.0690471,0.6253724,2.060228
-0.07116163,0.6255589,2.060216
-0.07380207,0.6251833,2.059127
-0.07838175,0.6252329,2.058569
-0.0813465,0.6253832,2.059139
-0.08429626,0.6250247,2.058666
-0.08712444,0.6246271,2.058094
-0.0914167,0.6250404,2.058824
-0.09421289,0.6247995,2.058605
-0.0964371,0.6245461,2.058273
-0.09933759,0.6239731,2.057521
-0.1026516,0.6241443,2.057115
-0.1055155,0.6242774,2.056581
-0.1074719,0.6243005,2.055923
-0.1094791,0.6245731,2.055716
-0.1126531,0.6251946,2.055458
-0.114898,0.6256846,2.054689
-0.116364,0.6260281,2.053861
-0.1174224,0.6263946,2.053364
-0.1182967,0.6265576,2.052855
-0.1192192,0.626592,2.051933
-0.1199844,0.6266896,2.051383
-0.1204928,0.6266523,2.05083
-0.1210573,0.6266095,2.050349
-0.1216054,0.6265679,2.049844
-0.1218999,0.626431,2.049762
-0.1220611,0.626356,2.049811
-0.1221733,0.6262553,2.04986
-0.122316,0.6261561,2.049908
-0.1223803,0.6260877,2.049865
-0.1224264,0.6259714,2.049866
-0.1224666,0.625903,2.049828
-0.1224983,0.6257001,2.049605
-0.1225476,0.625522,2.049158
-0.1224974,0.6252536,2.048584
-0.1224634,0.6250183,2.047916
-0.122441,0.6247261,2.046947
-0.1224238,0.6245582,2.046236
-0.1224299,0.6242949,2.045412
-0.1224605,0.6239939,2.044557
-0.1223589,0.623746,2.043903
-0.1222562,0.6234754,2.043004
-0.1222769,0.6232679,2.042344
-0.1223308,0.6231656,2.041981
-0.122537,0.6227958,2.041288
-0.1228279,0.6224564,2.040517
-0.1229973,0.6223076,2.040127
-0.1233292,0.6221637,2.039865
-0.1241189,0.6219392,2.039225
-0.1247371,0.6216656,2.038286
-0.125516,0.6213308,2.037051
-0.1264971,0.6211382,2.035852
-0.127187,0.6208308,2.034583
-0.1279958,0.6207549,2.033355
-0.1291845,0.6209271,2.032269
-0.1298186,0.6207269,2.031574
-0.1303556,0.6204179,2.030685
-0.1308151,0.6202465,2.030157
-0.1312149,0.6201626,2.029737
-0.1315218,0.6200089,2.029424
-0.1317751,0.6199791,2.029344
-0.132024,0.6199774,2.029327
-0.1322199,0.620003,2.0291
-0.132374,0.6199751,2.028979
-0.1325854,0.6199772,2.028923
-0.132811,0.6198722,2.028719
-0.13288,0.619903,2.028696
-0.1331777,0.6199058,2.02829
-0.133431,0.6199461,2.028156
-0.1336645,0.6200272,2.027864
-0.133881,0.6200253,2.027601
-0.134087,0.6201385,2.027355
-0.1343048,0.6202665,2.027285
-0.1344074,0.62032,2.027125
-0.1344183,0.6203594,2.026895
-0.1344317,0.62047,2.026418
-0.1344379,0.6205232,2.026058
-0.1342342,0.6205785,2.025584
-0.1341092,0.6206428,2.025322
-0.1340539,0.62067,2.025264
-0.1336294,0.6206805,2.024957
-0.1333587,0.6206809,2.024797
-0.132215,0.6205558,2.02427
-0.1308125,0.6204708,2.024116
-0.1298476,0.6203458,2.02402
-0.1286541,0.6203969,2.02404
-0.127488,0.6205087,2.024026
-0.1262494,0.6204499,2.023893
-0.1239463,0.6199709,2.023511
-0.1214753,0.6197817,2.023203
-0.1197051,0.6201044,2.023153
-0.1186461,0.6200764,2.023089
-0.1174446,0.6200492,2.022882
-0.1166748,0.6201966,2.023045
-0.1157942,0.6201643,2.02294
-0.115257,0.6200484,2.022851
-0.1148273,0.6200679,2.022859
-0.1146629,0.620079,2.022908
-0.1145815,0.6200514,2.022941
-0.1144539,0.6199591,2.023037
-0.1144176,0.6199381,2.023096
-0.1143854,0.6199353,2.023145
-0.1143895,0.6199282,2.023138
-0.1143773,0.6198891,2.02324
-0.1144352,0.6198792,2.023287
-0.1145947,0.6199491,2.023511
-0.114895,0.6199242,2.023766
-0.1148988,0.6199143,2.023756
-0.1148592,0.6199442,2.023739
-0.1147451,0.619968,2.02372
-0.1142161,0.6200159,2.023668
-0.113431,0.6200649,2.02352
-0.1109375,0.6198364,2.022692
-0.1088609,0.6200702,2.022218
-0.1057769,0.6203243,2.021571
-0.09783871,0.6208985,2.021097
-0.09244218,0.6211303,2.02049
-0.08755309,0.6214689,2.019534
-0.08011962,0.6208032,2.018062
-0.07023578,0.6197745,2.015264
-0.06570824,0.6197481,2.013601
-0.0597892,0.6195608,2.011306
-0.05470991,0.6191664,2.008936
-0.04656211,0.6184569,2.004678
-0.04218061,0.617893,2.001637
-0.03386042,0.6146376,1.990574
-0.03110686,0.613621,1.982885
-0.0288033,0.612012,1.974001
-0.0298267,0.6110922,1.964816
-0.03232357,0.608629,1.949028
-0.03755956,0.6066046,1.933361
-0.04548842,0.6032929,1.916005
-0.05504162,0.5979294,1.896349
-0.0653943,0.5929146,1.87549
-0.1009133,0.5798107,1.818445
-0.1117166,0.5785028,1.801833
-0.132998,0.5784937,1.772985
-0.149085,0.580406,1.751896
-0.1676455,0.5840414,1.730726
-0.1831627,0.5880603,1.711963
-0.1969426,0.5921313,1.694723
-0.2095736,0.5950083,1.680292
-0.2190997,0.5973139,1.668974
-0.2377241,0.5987712,1.646489
-0.2420985,0.598882,1.639166
-0.245794,0.5989705,1.632376
-0.2480303,0.5977441,1.622164
-0.2487945,0.5968224,1.614971
-0.2482147,0.596032,1.608063
-0.2456546,0.595721,1.599804
-0.2151889,0.5919715,1.561884
-0.210984,0.59118,1.558121
-0.1953942,0.5875462,1.5463
-0.1756615,0.5796691,1.530468
-0.1338378,0.5544986,1.496568
-0.1227331,0.54704,1.489785
-0.09391953,0.5231218,1.470126
-0.04557207,0.4728402,1.440277
-0.02951373,0.454987,1.430781
0.000666981,0.4218567,1.420558
0.03246775,0.390387,1.412627
0.05996974,0.3657844,1.406929
0.09717372,0.3299091,1.401072
0.1650022,0.2702589,1.39821
0.2083353,0.2415625,1.39594
0.2533011,0.2136627,1.398998
0.2929201,0.1892419,1.402087
0.3389998,0.1647319,1.405215
0.3743488,0.1500868,1.408534
0.4236227,0.1322327,1.412478
0.4491707,0.125316,1.414573
0.4971433,0.1157434,1.420088
0.5828452,0.1081718,1.425598
0.6029779,0.1024965,1.429155
0.6029634,0.1025203,1.429129
0.6076415,0.1011705,1.429723
0.6122218,0.09934648,1.429875
0.6519433,0.08622811,1.433453
0.6530404,0.08633053,1.433249
0.6544169,0.08696132,1.432591
0.651698,0.08845677,1.431641
0.6498619,0.08927805,1.430627
0.6486281,0.0897735,1.430131
0.6473018,0.08992194,1.429661
0.6501769,0.08955611,1.427584
0.6482489,0.09000331,1.427126
0.6469339,0.09016576,1.426761
0.6458613,0.09022158,1.426611
0.6449391,0.09022547,1.426381
0.644048,0.09012148,1.426077
0.6433284,0.08999444,1.42584
0.6428267,0.08980058,1.425613
0.6422231,0.08955012,1.425491
0.6417022,0.08925025,1.425478
0.640923,0.08916681,1.427547
0.6403913,0.08906129,1.427412
0.6397979,0.08896545,1.429098
0.6395063,0.08885594,1.428845
0.6392027,0.08883596,1.43006
0.6388488,0.08874198,1.429607
0.6387588,0.08865602,1.430502
0.6381696,0.08857749,1.430935
